Cust_id,target_flag,w1_IS_CALL_ACTIVE,w1_IS_SMS_ACTIVE,w1_IS_INTERNET_ACTIVE,w1_IS_VAS_ACTIVE,w1_IS_PRODUCT_ACTIVE,w1_IS_RECHARGE_ACTIVE,w1_TOTAL_REVENUE,w1_CALL_COUNT,w1_GPRS_VOLUME,w1_LOAN_COUNT,w1_TOTAL_TRAFFIC_REVENUE,w1_CALL_REVENUE,W1_U_SBSCRP_REV_T6,W1_U_VAS_REV_T6,w1U_IB_VC_CC_CNT_T6,W1_RECH_AMT,W1_U_VAS_LNRTRN_CNT_T6
364,0,0,0,7,0,0,0,0,0,3948899,0,0,0,0,0,0,0,0
365,0,7,1,7,3,2,2,205.474,33,4436058,1,26.974,21.325,175,18.5,7,250,1
366,0,5,0,7,5,6,2,92.3034,17,2389576,2,58.3234,15.75,21,42.98,3,200,3
367,0,2,0,7,0,3,0,31.3365,4,2922920,0,31.3365,15.9,0,0,5,0,3
368,0,7,0,7,7,7,2,672.7,54,1010913,1,168.7,56.95,0,10.5,6,490,3
369,0,1,1,0,1,0,0,5.825,1,0,0,5.825,4.625,0,0,5,0,0
370,0,4,0,7,3,1,1,298.7375,8,6312206,1,155.2375,32.5,140,0,6,200,1
371,0,4,0,7,1,2,1,102.0335,7,1542026,0,0.5335,0,100,20,6,120,1
372,0,2,0,7,1,3,2,297.175,5,3483621,0,5.225,5.025,291.95,0,1,400,0
373,0,0,0,7,4,3,1,149.37,0,2937904,0,0.4,0,140,8.97,1,150,0
374,0,2,6,7,0,0,0,15.54,2,1859129,1,12.04,7.75,0,0,6,0,0
376,0,5,7,7,3,3,2,154.6828,30,5292404,4,62.6828,34.55,78,55.5,4,130,6
377,0,4,0,1,5,4,2,93.72,88,32501,0,12.6,11,75.12,24.5,7,150,1
378,0,6,0,0,7,7,2,173.425,89,0,3,51.425,48.525,101,47.5,7,130,4
379,0,6,1,7,0,1,1,160,25,5047369,0,0,0,160,0,5,160,0
380,0,4,0,7,1,1,0,45.5919,13,818215,1,37.0919,36.125,5,0,4,0,3
381,0,7,0,7,0,2,1,192.7592,21,2238797,0,12.7592,0,180,0,5,200,0
382,0,6,0,7,1,2,1,179.326,26,4114803,1,0.826,0,175,0,7,160,1
383,0,1,1,7,1,2,2,181.2,12,1113835,1,8.7,8.7,27.5,20,7,190,4
384,0,3,3,7,6,6,0,152.9608,4,5126390,1,33.4308,2,96.95,18.5,6,0,1
385,0,6,0,6,0,1,1,104.7408,12,4452410,0,4.7408,0,100,0,7,100,0
386,0,0,0,7,1,1,1,502.71,0,945073,1,0.21,0,0,0,2,999,0
388,0,6,1,7,7,6,4,297.7009,96,975097,6,146.7009,117.6,122.5,118.5,7,320,8
389,0,7,2,6,1,4,0,0,169,142815,0,0,0,0,0,7,0,0
390,0,4,7,7,1,4,1,188.575,16,2349072,0,18.575,13.875,170,0,5,200,0
391,0,5,0,7,1,1,0,45.9546,7,1134941,1,32.4546,2.875,10,0,4,0,0
392,0,4,0,3,5,5,2,77.655,51,120,2,11.325,8.575,39,57.33,6,80,5
393,0,3,2,0,6,4,0,32.685,45,0,1,8.225,6.825,3,17.96,7,0,3
394,0,7,0,0,4,0,0,0,32,0,0,0,0,0,0,6,0,3
395,0,7,5,2,0,0,0,0.7673,51,775651,0,0.7673,0,0,0,7,0,0
396,0,0,0,0,7,7,0,16.48,0,0,0,0,0,0,16.48,0,0,0
397,0,7,0,7,0,0,0,0,54,259322,0,0,0,0,0,7,0,3
398,0,0,0,7,4,4,0,0.211,0,152569,0,0.211,0,0,0,7,0,3
399,0,7,2,0,7,7,3,212.185,117,0,2,105.325,98.225,78,58.86,6,200,4
400,0,7,0,7,2,1,4,507.2043,64,36025,5,483.7243,359,0,98.48,7,500,5
401,0,1,0,7,7,1,1,148.7705,1,11693942,1,5.2705,2.325,140,0,0,140,0
402,0,7,1,7,7,7,1,149.2,85,2453505,0,43.7,41.3,95,10.5,7,100,0
403,0,7,0,3,2,1,2,350,69,16787,0,0,0,0,18.5,7,400,1
404,0,2,0,3,2,2,2,24.425,7,3,0,2.425,0.875,22,0,1,100,0
405,0,7,0,7,2,1,1,91.7784,88,176795,0,1.7784,0,0,0,7,90,3
406,0,7,1,7,3,0,0,2,95,32065,0,2,0,0,0,7,0,0
407,0,7,7,0,5,5,3,83.9,73,0,2,40.4,37.675,36.5,55.5,7,110,5
408,0,0,0,7,0,2,2,280,0,8867343,0,0,0,0,0,6,280,3
409,0,5,1,3,2,6,1,36.72,16,2669,0,2.6,2,34.12,0,7,100,0
410,0,4,2,7,6,7,1,147.7,5,2524343,1,0.2,0,135,27.5,2,150,4
411,0,7,2,4,0,0,1,5.3364,115,518697,0,5.3364,4.5,0,0,7,100,0
413,0,0,0,7,0,2,2,200,0,2627056,0,0,0,200,0,2,200,0
414,0,0,0,7,0,1,0,2.775,0,410812,0,2.775,0,0,0,5,0,3
415,0,6,6,4,5,4,2,146.8375,31,4522955,0,13.8375,3.875,133,0,4,150,0
416,0,5,3,7,1,0,0,4.075,12,1058951,0,4.075,0,0,0,4,0,0
417,0,7,0,6,7,7,2,239.8299,154,594289,1,31.0599,19.25,190,47.5,7,160,4
418,0,1,7,0,1,0,0,2.725,1,0,0,2.725,2.525,0,0,6,0,3
419,0,0,0,6,7,7,1,111.1,0,375511,0,0.6,0,100,10.5,2,100,0
420,0,7,7,3,1,4,0,0,120,237751,0,0,0,0,0,7,0,3
421,0,7,0,7,7,7,2,364.65,52,6152597,2,27.15,26.75,320,47.5,7,400,2
422,0,7,4,1,0,0,0,0,60,331,0,0,0,0,0,7,0,3
423,0,4,1,4,1,1,1,361.825,26,127384,0,11.825,6.375,0,0,4,350,2
424,0,1,0,7,4,5,1,99.9909,1,1209595,1,21.4909,2.325,75,18.5,4,100,3
425,0,7,4,0,4,2,1,116.165,81,0,0,20.925,18.925,95.24,0,7,110,0
426,0,0,0,6,6,4,0,35.7819,0,3051036,1,2.7819,0,25,4.5,7,0,3
427,0,3,2,1,2,1,2,119.095,10,190635,0,18.975,17.375,100.12,0,7,150,0
428,0,2,3,7,3,7,1,63.6027,14,1591996,1,22.1027,14.95,38,18.5,6,100,2
429,0,6,0,6,7,7,6,247.7175,84,528653,5,53.7375,48.9,160,127.48,5,290,7
430,0,3,2,7,0,1,1,42.7,4,400,0,36.7,11.5,6,18.5,1,100,1
431,0,2,0,3,1,1,1,44.275,13,183,1,34.775,17.025,6,18.5,3,45,3
432,0,7,2,7,1,3,2,157.425,84,2547556,0,38.275,15,110.79,26.86,7,250,2
433,0,7,1,7,7,7,1,171.3,17,5589571,0,0.8,0,160,10.5,6,180,0
434,0,0,0,7,0,1,1,171.6923,0,1227281,0,1.6923,0,170,18.5,2,200,1
435,0,7,0,0,4,7,1,83.375,35,0,0,14.375,13.175,69,0,4,90,0
436,0,7,0,7,7,7,1,262.275,87,463738,2,121.655,70.855,123.12,29,7,190,2
438,0,4,0,7,4,4,2,104.1149,31,3408804,3,11.6349,3.875,70,48.98,7,100,5
439,0,5,1,0,1,5,1,83.65,46,0,1,25.15,24.95,55,18.5,5,100,1
440,0,7,4,5,7,7,4,297.1665,186,542230,2,69.6665,23.25,210,47.5,7,310,3
441,0,5,3,1,7,7,1,69.045,25,517,1,32.075,22.925,17,16.47,7,30,0
442,0,1,0,5,6,6,4,191.4805,3,17829628,2,27.4805,0.375,151,61.5,4,210,5
443,0,7,0,7,2,5,0,0.0843,61,173707,0,0.0843,0,0,0,7,0,0
445,0,7,7,7,6,7,2,324.775,76,3331558,0,29.775,21.05,295,0,7,200,0
446,0,5,0,7,3,6,2,200.5875,8,2569585,1,20.0875,16.4,177,37,4,250,5
447,0,0,4,7,0,1,1,80,0,1518363,0,0,0,80,18.5,7,110,1
448,0,0,0,7,4,1,1,150.613,0,5142409,0,10.613,0,140,0,2,150,0
449,0,7,2,1,7,7,5,226.545,59,0,5,150.545,139.375,48,84.5,7,180,5
450,0,7,0,7,7,7,1,123.625,97,643136,0,18.125,16.525,95,10.5,5,150,0
451,0,7,0,7,4,1,1,160.8,18,7164909,0,0.8,0,160,0,5,150,0
452,0,6,1,7,4,4,3,452.121,45,5657261,2,67.571,13.325,368,65.05,7,500,4
453,0,0,0,7,1,1,1,140.0004,0,5142736,0,0.0004,0,0,0,0,140,3
454,0,7,0,5,7,7,3,256.61,51,1810416,2,174.1,168.5,65.01,47.5,7,242,3
455,0,3,3,0,6,6,1,215.075,23,0,2,78.075,73.275,121,27.5,2,100,3
456,0,3,0,7,6,2,2,331.0641,9,5773626,0,31.0641,23.125,318.5,0,6,400,0
457,0,7,1,6,0,0,1,180.39,30,144490,0,180.39,180.39,0,0,7,100,0
459,0,7,2,3,3,0,0,0.8,195,2258376,0,0.8,0,0,0,7,0,3
460,0,7,3,7,0,0,0,163.0869,141,5673341,0,163.0869,151.825,0,0,7,0,0
461,0,4,0,4,2,1,1,160.6,8,1056009,0,0.6,0,160,18.5,4,180,1
462,0,5,0,0,2,0,0,30.5,13,0,0,30.5,30.1,0,0,7,0,0
463,0,7,0,7,4,1,3,224.3321,70,332079,3,201.8821,137.75,0,48.95,7,190,3
464,0,7,7,2,7,6,4,166.475,88,29,4,27.475,17.475,125,74,7,160,7
465,0,1,0,7,2,7,1,89.668,1,758268,1,60.668,2.325,7,18.5,0,50,1
466,0,7,6,1,2,1,1,410.2,49,157858,0,60.2,60,0,0,6,350,0
467,0,6,0,1,3,1,3,101.375,35,588,2,88.375,81.375,6,55.5,7,150,4
468,0,7,0,7,1,2,1,49.4979,55,1237105,0,0.9979,0,30,18.5,7,50,2
469,0,0,0,7,0,1,1,169,0,30297,0,0,0,0,0,0,169,2
470,0,7,3,7,6,0,0,0,63,191543,0,0,0,0,0,7,0,0
471,0,7,6,7,0,0,0,0,31,732803,0,0,0,0,0,7,0,0
472,0,7,0,7,3,1,1,118.5,84,1029946,0,23.5,9.9,95,0,7,160,0
473,0,7,1,5,7,7,4,164.8122,87,287115,4,49.3122,14.475,91,84.5,7,180,5
474,0,7,3,7,7,7,1,120.08,64,71,0,8.6,8,95,16.48,7,150,0
475,0,7,4,7,7,7,5,181.145,81,387,4,59.675,47.525,91,108.97,7,250,6
476,0,7,0,1,7,7,1,127.155,111,83366,0,22.675,20.475,88,16.48,7,50,0
477,0,6,6,7,4,2,2,145.8924,51,649110,1,27.8524,6.375,105,18.5,7,200,3
478,0,7,4,7,0,0,0,0,52,223713,0,0,0,0,0,7,0,0
479,0,5,0,7,5,5,2,119.9094,18,3944,1,108.9094,61.65,0,26,6,100,1
480,0,0,0,7,0,1,1,140,0,5624105,0,0,0,0,0,5,140,0
482,0,7,3,7,1,0,0,31.53,98,7919499,0,12.45,12.25,0,0,5,0,0
483,0,7,0,7,0,2,2,213.605,55,1943875,1,10.105,10.105,200,0,6,200,0
485,0,7,2,7,4,7,1,178.975,112,2400057,0,18.975,13.375,160,0,7,100,0
486,0,5,2,2,3,0,0,0,17,629,0,0,0,0,0,3,0,3
487,0,7,2,7,7,7,2,172.645,63,3075737,1,77.675,67.875,75,34.97,7,200,1
488,0,7,0,2,7,7,4,122.87,42,3790,1,73.87,67.65,35,29,7,120,1
489,0,6,0,6,7,7,2,216.0686,24,3838849,2,16.3286,11.8,182.24,47.5,6,300,2
490,0,7,0,0,7,7,1,99.1,104,0,0,13.6,13,75,10.5,7,100,0
491,0,7,0,0,7,7,5,155.55,54,0,4,25.05,11.25,106,103,6,170,6
492,0,7,0,2,3,2,1,97.32,30,3589,0,91.2,60.95,6.12,0,6,100,0
493,0,0,0,7,1,1,1,70,0,1910364,0,0,0,0,0,1,70,0
494,0,5,2,4,6,6,3,191.1,24,43,1,100.6,97.8,78,46,7,250,2
495,0,3,0,7,0,3,3,417,5,8187261,0,0,0,0,0,7,417,3
496,0,6,0,5,7,6,0,23.375,33,1292966,1,12.375,11.375,0,7.5,5,0,1
497,0,7,2,7,7,0,4,257.675,51,302,3,247.175,157.575,0,55.5,7,280,3
498,0,4,1,7,0,7,1,100.01,4,2489701,0,0,0,100.01,0,1,100,0
499,0,2,1,7,7,1,1,185.3,6,4359140,0,45.3,5.55,140,0,5,130,0
500,0,5,5,0,1,1,1,80.6,14,0,2,33.6,25.95,40,18.5,5,50,2
501,0,4,2,1,2,0,2,110.35,12,1986,1,106.85,36.7,0,37,5,150,4
503,0,7,5,7,7,7,1,196.57,98,693682,0,43.77,42.17,142.3,10.5,7,200,0
504,0,7,0,7,3,1,1,50.275,41,1325000,0,15.275,14.825,35,0,7,50,0
505,0,7,1,7,7,7,1,103.1108,106,1690511,1,29.1008,15.65,60.01,10.5,7,50,0
506,0,7,6,7,2,0,0,0,87,12074,0,0,0,0,0,7,0,3
507,0,7,7,7,2,2,2,145.175,135,282,3,40.175,36.175,94.5,37,7,140,2
508,0,0,0,7,2,7,4,297.52,0,2652398,5,135.04,0,139,79.98,4,280,6
509,0,7,7,0,0,2,0,0,33,0,0,0,0,0,0,7,0,0
510,0,0,0,7,3,1,3,465.5135,0,1658577,0,215.5135,0,250,0,1,530,0
511,0,6,2,4,7,7,2,107.05,93,17,1,25.05,15.9,65,32,7,200,1
512,0,7,2,1,7,7,1,120.87,104,30320,0,35.37,26.2,75,10.5,7,100,0
513,0,6,0,7,7,7,2,252.2237,71,4673076,1,40.7537,15.475,191.5,34.97,7,250,2
514,0,0,0,7,0,0,0,0,0,1933928,0,0,0,0,0,1,0,3
515,0,6,0,7,4,2,0,49.9,12,101025,0,30.9,30.1,19,0,6,0,0
516,0,3,0,7,2,2,1,294.8252,9,48142,1,275.3252,7.725,16,0,7,100,3
517,0,7,0,7,7,7,2,306.4577,106,2623882,2,128.9577,107.25,160,47.5,7,300,2
518,0,1,0,7,1,1,1,199.5782,1,2647574,0,29.5782,3.125,170,0,0,200,0
519,0,7,0,7,0,0,0,0,28,223679,0,0,0,0,0,7,0,0
520,0,1,0,1,2,2,1,60.185,1,3531,0,0.325,0.125,50,28.36,6,95,3
522,0,3,0,2,7,7,0,183.525,5,1466640,0,-8.975,5.425,182,10.5,7,0,0
523,0,2,0,2,0,1,1,97.125,17,1757,0,2.125,2.125,95,0,5,100,0
525,0,3,1,7,3,1,1,104.8,8,1772262,1,1.3,0,100,0,1,100,2
526,0,7,4,7,3,7,1,183.38,67,4515255,0,6.6,0,176.78,0,7,200,0
527,0,6,0,7,1,6,2,120.3521,18,3667301,2,53.3521,51.45,60,18.5,5,80,1
528,0,0,0,7,0,1,1,167,0,7256901,0,0,0,167,0,3,150,0
529,0,5,0,7,2,1,1,113.275,33,1709609,0,13.275,3.875,100,0,7,150,0
530,0,0,0,7,0,2,1,99,0,1156642,0,0,0,0,0,1,99,2
531,0,7,6,7,1,0,0,297.2,40,6382,0,297.2,185.4,0,0,7,0,0
532,0,0,0,7,4,1,1,109.0261,0,3870487,0,9.0261,0,100,18.5,6,126,1
533,0,7,0,7,0,1,0,0,44,7986,0,0,0,0,0,6,0,3
534,0,7,1,1,7,7,2,216.555,99,128,3,64.975,60.775,127,69.58,7,240,6
535,0,7,0,6,7,7,2,218.9229,91,853973,1,88.6829,56.125,46.24,29,6,230,1
536,0,7,2,7,0,7,1,188.26,54,3527550,0,15.45,6.75,172.81,0,7,200,0
537,0,6,0,5,7,7,1,193.45,29,597037,0,22.95,21.75,160,29,7,200,1
539,0,5,1,6,0,0,1,56.1258,12,1034951,0,56.1258,46,0,0,7,30,0
540,0,7,0,7,2,2,1,115.155,31,1375424,0,15.155,8.875,100,0,7,100,0
541,0,7,1,7,5,6,2,290.9,94,506178,1,179.4,178.45,100.5,26,7,200,1
542,0,7,5,4,5,6,2,371.2,51,281719,1,0.2,0,10,26,7,380,2
543,0,7,7,3,7,7,3,126.686,37,930793,0,17.186,4.625,99,10.5,7,130,0
544,0,2,0,7,4,2,2,348.2625,2,7669908,2,61.2625,4.65,280,37,0,390,2
545,0,0,0,7,1,1,1,146.6971,0,2673799,0,6.6971,0,140,0,0,150,0
546,0,7,2,5,6,7,5,282.3611,131,436355,2,135.8611,52.375,139.5,37,6,230,2
548,0,7,4,7,2,1,1,105.37,26,843015,0,0.6,0,100,0,6,100,0
549,0,7,0,7,0,2,2,370.0492,93,2110421,0,0.0492,0,0,0,7,370,0
550,0,0,0,7,7,7,2,192.7,0,1971458,0,2.2,0,180,10.5,1,500,0
551,0,7,7,3,7,7,4,253.66,85,11407,2,69.8,63.25,166.36,66,6,270,4
552,0,5,7,2,0,3,1,50.26,34,358466,1,12.75,6.25,34.01,18.5,7,50,2
553,0,1,1,7,0,0,0,22.525,1,161,1,19.025,1.625,0,0,6,0,3
554,0,7,4,7,7,7,1,123.8,124,9198,0,18.3,17.9,95,10.5,7,133,0
555,0,7,0,7,0,0,0,0,31,208665,0,0,0,0,0,7,0,0
556,0,7,0,0,7,7,3,220.9,56,0,4,151.5,150.7,6,89.9,7,150,4
557,0,0,0,7,0,0,0,0,0,7504181,0,0,0,0,0,0,0,0
558,0,6,7,7,7,7,1,104.55,38,1491774,1,44.55,43.75,46,29,7,100,3
559,0,7,7,4,0,0,0,0,62,387840,0,0,0,0,0,7,0,0
560,0,3,5,7,0,0,1,51.875,3,45049,1,48.375,6.975,0,18.5,4,50,3
561,0,7,0,6,4,1,1,180.65,74,2544912,1,2.65,1.25,173,20,7,180,1
562,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,3
563,0,1,7,7,2,1,2,147.425,1,2536757,0,7.425,1.625,140,0,5,160,0
564,0,5,6,7,7,7,2,68.375,15,4376818,2,11.875,10.675,39,47.5,7,85,5
565,0,7,1,0,1,0,0,58.675,55,0,0,58.675,58.475,0,0,7,0,0
566,0,6,0,2,2,2,3,97.92,32,0,0,83.8,83.2,14.12,0,4,110,0
568,0,6,0,7,1,1,1,166.325,22,2389687,0,6.325,1.625,0,0,3,160,0
569,0,7,5,7,7,7,2,230.2,172,4299932,1,80.7,78.7,135.5,29,7,220,1
570,0,5,0,4,1,1,1,285.15,6,380857,0,25.15,24.75,260,0,6,250,0
571,0,7,7,7,6,4,3,229.5887,51,471535,1,168.0887,107.575,58,37,5,300,4
572,0,1,0,3,1,1,1,32.3888,1,10999,0,32.3888,30.925,0,18.5,1,300,4
573,0,7,0,0,1,3,1,74.62,52,0,0,35.5,35.3,57.62,0,7,100,0
574,0,1,1,4,0,0,0,0,1,2429022,0,0,0,0,0,1,0,0
575,0,7,0,0,2,0,0,0,38,0,0,0,0,0,0,3,0,0
576,0,7,7,6,7,7,0,10.7,24,8387,0,0.2,0,0,10.5,3,0,0
578,0,0,0,6,1,1,0,0.2,0,1383771,0,0.2,0,0,0,0,0,0
580,0,0,0,7,0,2,2,280,0,10457718,0,0,0,0,0,1,280,3
581,0,1,0,7,2,2,1,11.6663,2,20545,0,2.6663,0.25,24.5,3,6,30,2
582,0,0,0,5,0,0,0,0,0,179934,0,0,0,0,0,0,0,0
583,0,4,0,1,7,7,1,46.1,14,384425,0,17.6,12.75,18,10.5,4,50,0
584,0,5,7,7,3,7,2,150.0075,19,1704003,2,40.0075,22.175,103,37,7,200,3
585,0,6,0,7,2,2,2,339.05,63,3896718,1,15.55,14.75,320,18.5,4,360,1
587,0,7,7,7,7,7,5,402.025,237,1634316,5,234.025,180.825,140,103,7,400,5
588,0,7,0,7,6,6,2,284.0629,53,1033002,2,29.9429,11.75,146.12,24.5,7,245,4
589,0,6,7,7,2,6,2,390.005,58,4552539,1,52.225,51.625,334.28,18.5,7,400,4
590,0,7,0,6,2,0,0,0.4,75,278629,0,0.4,0,0,0,7,0,0
591,0,3,7,2,5,5,1,88.375,19,822,1,42.375,5.575,35,26,7,100,2
592,0,2,0,7,3,2,2,340.9983,2,1745723,0,85.0283,4.65,250,5.97,2,320,0
593,0,6,0,0,5,6,1,50.7,16,0,1,33.7,26.2,6,26,7,50,3
594,0,6,0,1,7,7,1,103.5327,20,3710,1,89.4127,48.1,0.12,29,7,100,1
595,0,7,2,3,7,7,3,165.55,74,642,2,40.05,24.25,108,66,7,210,6
596,0,7,0,7,4,3,3,193.69,86,903017,2,16.45,15.25,170.24,37,7,300,2
597,0,7,1,1,7,7,2,37.975,19,0,1,23.975,23.975,0,29,6,80,1
598,0,7,2,7,2,1,1,147.1,124,81039,1,42.6,34.7,101,18.5,7,140,1
599,0,0,0,7,2,4,1,145.1,0,1428674,1,1,0,107.14,51.96,0,150,4
600,0,7,7,7,0,0,0,0,40,116680,0,0,0,0,0,6,0,0
601,0,0,0,7,0,0,0,0,0,411201,0,0,0,0,0,2,0,3
602,0,1,0,7,1,1,1,259.575,3,8240648,0,9.575,9.375,0,0,6,250,3
603,0,7,0,7,1,6,1,111.8,57,994833,0,11.8,11.6,100,0,6,100,0
604,0,4,0,7,0,3,2,208.05,36,2067270,3,58.05,57.3,40.5,37,7,159,5
605,0,7,0,2,0,2,1,600,180,27743,0,0,0,0,0,7,600,3
606,0,5,1,1,6,5,0,16.425,35,361,0,8.925,8.525,0,7.5,7,0,3
607,0,7,0,4,7,7,2,203.925,41,585238,2,111.425,108.525,75,47.5,7,200,3
609,0,0,0,7,2,1,1,240.4,0,3237558,0,0.4,0,240,18.5,2,300,3
610,0,7,1,3,0,0,0,0,36,46625,0,0,0,0,0,7,0,3
611,0,2,0,7,0,0,1,19.75,4,134,0,19.75,11.5,0,0,4,100,0
612,0,6,7,7,0,0,0,86.4,32,503521,0,86.4,85.4,0,0,7,0,0
613,0,7,2,7,2,1,1,261.5759,34,3273464,1,8.0759,6,250,0,7,250,2
614,0,5,1,3,0,2,1,109.165,15,88994,1,20.665,6.375,85,18.5,6,100,4
615,0,5,0,0,4,4,2,76.905,17,0,2,54.325,48.325,6,46.58,7,80,3
617,0,5,0,7,4,5,4,123.8761,26,2353018,1,18.3761,14.25,50.5,18.5,6,190,3
618,0,7,7,1,4,0,0,0,68,2,0,0,0,0,0,7,0,3
619,0,7,0,7,7,7,2,79.675,61,107591,1,16.675,14.085,49,29,7,100,3
621,0,0,0,7,0,1,1,140,0,7041965,0,0,0,0,0,0,140,3
622,0,7,0,7,4,1,0,145.2166,129,76275,0,60.6766,16.125,75,0,7,0,0
623,0,7,0,7,6,7,5,310.3686,70,2659900,6,79.7886,63.75,98,123.58,7,329,7
624,0,1,0,7,1,2,1,205.725,2,2797900,1,50.225,4.65,12,0,5,140,4
625,0,7,1,0,7,7,4,149.825,153,0,4,26.325,21.325,99,84.5,7,150,5
626,0,6,7,7,1,2,1,351.5,66,1067871,0,0,0,0,1.5,6,350,3
627,0,5,2,0,6,6,1,67.575,27,0,0,7.575,5.575,51,9,5,70,0
628,0,7,2,7,7,7,2,439.415,51,7681635,1,105.415,101.375,320,29,7,420,1
629,0,0,7,5,0,0,0,0,0,48966,0,0,0,0,0,6,0,0
630,0,7,1,1,2,6,1,137.0887,143,161247,0,107.0887,89.875,30,0,7,100,0
631,0,3,0,7,4,3,3,310.3148,24,994415,2,65.3148,3,235,40,7,330,4
632,0,5,0,7,7,7,1,195.2582,15,9900144,1,15.7582,5.275,27,9,3,170,0
633,0,7,2,0,2,1,1,38.095,14,0,1,34.475,28.15,0.12,18.5,7,100,4
634,0,7,3,7,3,3,1,600,40,40565,0,0,0,0,0,7,600,3
636,0,5,0,7,0,0,0,0,17,8,0,0,0,0,0,7,0,0
637,0,1,0,7,2,7,1,193.9325,1,5178510,1,5.4325,2.325,185,0,7,200,0
638,0,4,7,2,2,1,1,158,6,506282,0,0,0,0,0,6,158,0
639,0,6,0,1,7,7,2,127.675,39,72005,0,16.075,15.875,95.12,34.98,6,200,1
640,0,3,0,6,3,3,2,182.7,3,4120086,0,2.7,0.375,180,0,0,400,0
641,0,6,0,7,5,2,2,283.5589,26,3349598,2,116.5589,79.75,160,37,6,300,3
642,0,7,0,7,3,7,1,100.01,35,4782989,1,8,0,84.01,23,6,100,1
644,0,7,7,7,7,7,2,231.425,109,2638082,1,22.425,22.425,95,10.5,2,200,0
645,0,7,0,7,1,4,1,225.2201,119,1676384,0,0.2201,0,0,0,7,225,3
646,0,5,4,0,3,4,1,59.275,55,0,0,14.275,13.475,45,0,6,50,0
647,0,0,0,6,5,0,0,0,0,687,0,0,0,0,0,1,0,3
648,0,4,0,7,4,1,1,22.05,10,724574,0,9.05,7.85,13,18.5,4,50,2
649,0,7,2,7,7,7,3,437.517,88,2686923,3,171.517,95,105,66,7,390,4
650,0,7,3,7,3,7,2,194.7717,99,1356624,2,92.7717,60.775,95,37,7,200,3
651,0,3,0,1,3,3,1,130.725,9,361025,1,22.725,22.125,100,23,7,200,4
652,0,4,1,4,7,7,1,54.55,8,12,0,44.05,34.6,0,29,7,100,1
653,0,0,0,7,0,1,1,140,0,4133915,0,0,0,0,0,2,140,3
654,0,3,7,7,4,1,1,183.675,3,4195958,1,10.175,9.375,170,18.5,4,200,3
655,0,7,7,5,7,7,5,162.7,211,45,2,54.2,38.25,91,47.5,7,300,3
656,0,6,0,7,0,0,0,0,16,165609,0,0,0,0,0,5,0,0
658,0,1,1,3,1,1,1,148.325,1,513709,0,8.325,2.325,0,18.5,1,170,2
659,0,7,0,7,2,5,2,231.975,146,1877925,0,6.975,6.375,225,0,7,300,0
660,0,7,2,0,7,7,2,86.4,119,0,1,59.4,59.4,13,29,7,100,1
661,0,4,0,7,6,5,1,157.945,37,790796,1,46.825,45.625,100.12,26,4,150,3
662,0,7,0,4,0,0,0,0,37,68566,0,0,0,0,0,6,0,3
663,0,4,7,0,4,4,0,42.95,6,0,0,25.95,13.95,11,6,6,0,0
664,0,7,0,3,2,4,1,29.8824,69,14400,1,10.4024,7.5,10,24.48,7,30,2
665,0,0,0,7,0,1,1,250,0,3434930,0,0,0,0,0,0,250,3
666,0,5,7,7,1,5,2,267.9,48,434006,1,10.4,10.4,85,18.5,6,269,3
667,0,3,0,0,1,0,0,12.575,3,0,0,12.575,12.375,0,0,1,0,0
668,0,7,0,7,5,1,1,154.755,62,4536130,0,14.755,12.105,140,0,7,150,0
669,0,4,0,7,1,2,1,221.3657,22,6147889,1,44.8657,31.35,173,18.5,6,250,3
670,0,7,0,7,7,7,1,116,18,2939076,1,2,0,100,10.5,4,100,3
672,0,7,0,7,7,7,4,139.009,68,377702,3,37.509,8.5,91,74,7,190,5
673,0,5,1,4,7,7,2,95.1579,53,759404,2,35.7379,26.125,33.56,55.86,7,80,2
674,0,7,1,7,1,1,1,229.875,163,16,0,134.875,128.375,95,0,7,500,0
675,0,0,0,7,1,2,2,55.9308,0,1894711,0,25.9308,0,30,0,0,130,0
676,0,2,0,7,3,2,1,159.3808,5,2857736,1,12.8808,11.625,140,21.5,7,170,2
677,0,0,0,7,0,2,2,200,0,4723025,0,0,0,200,0,1,200,0
678,0,7,0,1,6,5,2,201.1,157,291684,1,97.1,96.5,0,29,7,190,3
679,0,4,0,5,0,3,1,185.75,4,2765147,1,16.25,14,166,18.5,7,170,3
680,0,6,4,4,3,1,0,69.255,13,189,1,55.755,39.105,10,0,2,0,1
681,0,0,0,7,0,3,1,117.4692,0,1854774,0,17.4692,0,0,0,2,100,3
682,0,7,1,7,1,2,1,180.6,28,1702370,0,0.6,0,180,0,7,100,0
683,0,1,1,5,6,4,2,186.525,1,2051157,0,6.525,2.525,180,0,7,200,0
684,0,0,0,7,0,1,1,139,0,1202725,0,0,0,0,18.5,1,239,4
685,0,7,0,0,7,6,1,59.35,42,0,1,40.85,36.45,6,27.5,7,50,2
686,0,0,0,6,0,0,0,0,0,8344,0,0,0,0,0,0,0,0
687,0,7,1,1,6,6,2,100.075,31,4213,1,87.575,86.375,0,46,7,130,2
688,0,7,0,7,0,1,1,150.6,177,1148932,0,0.6,0,0,0,7,150,0
690,0,2,5,7,1,7,1,66.0038,2,1199408,2,12.4638,6.85,37,55.5,6,30,4
