Cust_id,target_flag,w1_IS_CALL_ACTIVE,w1_IS_SMS_ACTIVE,w1_IS_INTERNET_ACTIVE,w1_IS_VAS_ACTIVE,w1_IS_PRODUCT_ACTIVE,w1_IS_RECHARGE_ACTIVE,w1_TOTAL_REVENUE,w1_CALL_COUNT,w1_GPRS_VOLUME,w1_LOAN_COUNT,w1_TOTAL_TRAFFIC_REVENUE,w1_CALL_REVENUE,W1_U_SBSCRP_REV_T6,W1_U_VAS_REV_T6,w1U_IB_VC_CC_CNT_T6,W1_RECH_AMT,W1_U_VAS_LNRTRN_CNT_T6
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
692,0,2,6,7,0,1,1,299.8492,4,1274125,0,9.8492,9.3,290,0,5,300,0
693,0,0,1,7,5,5,1,111.9,0,850135,0,4.4,0,100,26,2,126,1
694,0,7,3,5,5,6,1,5.64,91,5950,0,2.64,0,0,21.4,7,50,2
696,0,7,3,1,1,1,1,109.675,64,50,0,29.675,7.875,80,18.5,2,100,4
697,0,6,0,7,0,2,2,200,27,3003397,0,0,0,200,0,7,200,0
698,0,4,0,0,3,3,1,52.85,14,0,2,41.35,41.35,0,23,7,50,4
699,0,0,0,7,1,1,0,1.7862,0,3086429,0,1.7762,0,0.01,0,3,0,3
700,0,5,2,5,0,0,0,0,16,221459,0,0,0,0,0,5,0,0
701,0,0,0,7,3,0,0,7.2,0,1454239,0,7.2,0,0,0,2,0,0
702,0,5,0,7,5,5,4,300.339,14,7247814,4,72.839,15.75,232,55.5,4,300,5
703,0,6,2,7,7,7,4,468.3,25,6223234,1,154.3,145.625,300,29,7,550,1
704,0,2,0,0,3,0,1,6.25,2,0,0,6.25,5.05,0,0,5,100,0
705,0,7,0,0,7,7,1,127.085,178,0,1,34.505,34.105,75,32.58,7,130,3
706,0,6,7,7,1,0,0,0.1341,65,427180,0,0.1341,0,0,0,7,0,0
707,0,5,7,2,6,6,2,85.3,32,1127,1,31.8,26,41,46,7,110,2
708,0,0,0,7,0,1,1,251.125,0,2743708,0,1.125,0,0,0,0,250,3
709,0,5,0,4,5,4,3,160.0542,13,4506382,3,62.1942,8.125,73,69.86,7,160,5
710,0,7,3,5,7,7,2,376.285,199,2137261,1,127.285,96.875,235,29,7,350,1
711,0,7,3,7,4,1,3,212.5,35,5366741,0,52.5,48.5,160,0,7,700,0
712,0,7,7,3,6,6,2,39.95,22,60397,0,39.95,37.95,0,18.5,7,60,1
713,0,7,0,3,5,3,2,108.725,153,727,0,30.725,27.925,78,0,7,140,0
714,0,7,6,5,7,7,1,161.045,221,561028,2,36.425,27.625,107.12,29,7,50,2
715,0,7,0,6,0,1,0,0,49,966679,0,0,0,0,0,7,0,3
716,0,2,3,0,7,7,0,84.91,10,0,0,68.41,36.21,6,10.5,7,0,0
717,0,6,0,5,1,2,1,91.5057,52,443271,0,0.0057,0,0,1.5,7,90,0
718,0,7,2,7,0,3,1,127,81,6609859,0,0,0,127,0,7,100,0
719,0,6,3,0,1,0,1,252.725,41,0,0,252.725,247.125,0,0,6,400,0
720,0,1,0,1,2,1,1,10.2542,4,157,0,2.2542,0.5,8,0,2,100,0
721,0,2,2,5,6,6,0,47.9147,9,1557049,0,32.9347,20.925,0,14.98,6,0,3
722,0,7,0,5,7,7,4,373.4,84,1255587,2,79.9,72.1,276,47.5,7,400,3
723,0,5,0,7,3,1,1,480.55,20,35,0,130.55,73.85,0,0,7,350,0
724,0,5,5,7,1,1,1,284.35,14,5173488,0,34.35,34.15,0,0,5,250,0
725,0,2,6,0,7,7,1,90.845,23,0,2,32.845,27.075,40.5,29,7,30,3
726,0,7,2,2,2,6,2,67.525,65,350459,0,47.525,20.125,20,0,7,100,0
727,0,7,7,1,1,1,2,188.4,68,90,1,134.9,120,50,18.5,6,200,1
728,0,7,0,1,7,7,2,182.72,54,957,3,134.75,125.75,21,53.47,7,160,3
729,0,7,1,4,4,1,2,112.35,202,262613,1,33.85,27.65,75,37,7,200,4
731,0,7,1,2,7,7,2,133.675,191,55267,1,24.675,23.875,95,47.5,7,170,3
732,0,7,0,4,7,7,1,210.35,38,1438778,1,36.35,34.75,160,29,4,200,1
733,0,7,0,1,0,1,1,95,46,172,0,0,0,0,0,7,95,3
734,0,2,0,6,0,0,0,8.8405,3,1091672,0,8.8405,7.875,0,0,4,0,0
735,0,7,7,6,7,7,4,230.7893,59,61782,4,104.2893,44.575,102,84.5,7,190,4
736,0,2,0,7,0,7,2,190.0625,4,4590349,2,87.0625,4.9,96,18.5,5,150,4
737,0,3,0,6,5,3,3,167.1167,10,1808561,3,34.6167,17.75,116,61.5,6,168,5
739,0,7,7,2,7,4,3,116.1575,28,900834,0,54.1575,40.9,62,0,7,140,0
740,0,0,0,7,6,3,0,60.2376,0,6032193,1,26.7376,0,30,0,4,0,0
741,0,7,0,3,1,0,1,110.5357,26,779041,1,107.0357,78.125,0,18.5,6,100,2
742,0,6,2,4,0,1,1,100.7,28,69383,0,5.7,5.7,95,18.5,5,120,1
743,0,7,6,7,7,7,1,99.745,53,1907411,1,8.625,6.375,77.12,29,7,100,1
745,0,7,0,1,7,7,2,159.075,203,165,0,28.575,25.375,117,13.5,7,150,0
746,0,0,0,7,2,2,2,341.4,0,4389739,0,1.4,0,340,0,0,400,0
747,0,0,0,7,1,2,1,140.4,0,2024175,0,0.4,0,140,18.5,4,200,3
748,0,4,0,7,3,4,1,104.8639,6,1442371,0,0.3639,0,100,4.5,7,100,0
749,0,7,7,0,1,2,2,110.725,42,0,0,4.725,4.525,11,18.5,7,145,1
750,0,1,1,5,0,0,0,0,1,44014,0,0,0,0,0,3,0,0
751,0,3,0,7,5,6,5,582.5837,7,16663157,4,141.0837,20.675,420,100,7,740,7
752,0,7,2,7,6,2,2,379.0075,27,7949889,3,73.7375,63.375,290,55.5,7,250,3
753,0,3,0,7,0,1,1,150,17,133,0,0,0,0,0,7,150,3
754,0,1,0,5,5,5,0,51.2875,3,647408,1,28.2875,6.375,12,7.5,0,0,3
755,0,7,6,7,6,5,2,114.55,36,307219,3,54.74,36,23.01,63.3,6,110,3
756,0,7,0,6,6,5,1,115.65,51,474623,2,53.65,48.05,55,18.5,7,60,1
757,0,7,4,7,7,7,2,144.12,42,592251,1,53.15,36.75,71,34.97,7,65,2
758,0,4,1,7,7,7,1,323.375,7,2809790,0,42.875,40.475,270,10.5,7,240,0
759,0,7,1,7,6,1,1,166,27,6500526,0,6,0,160,0,5,120,0
760,0,7,7,7,2,2,1,181.395,83,821688,1,22.775,22.375,80.12,18.5,7,175,4
761,0,6,7,7,7,6,3,336.6,17,6361202,2,39.6,37.2,1,27.5,6,330,3
762,0,1,1,7,0,7,1,100,1,442935,1,94.5,1.625,2,18.5,1,100,3
763,0,7,7,7,0,0,0,0.0742,44,468944,0,0.0742,0,0,0,7,0,2
764,0,5,0,7,4,1,0,186.6,12,1108831,0,153.6,147.9,33,0,4,0,0
765,0,7,0,7,7,7,4,609.7069,35,16091163,3,202.8469,85.5,240,72.86,7,739,5
766,0,0,0,7,0,0,0,0,0,1491301,0,0,0,0,0,3,0,0
768,0,7,7,0,1,5,1,96.475,35,0,2,24.475,20.875,65,18.5,7,50,2
769,0,2,0,7,5,5,2,281.5,2,8341232,0,34,3.25,240,26,7,300,1
770,0,7,1,2,5,5,2,118.625,78,4935,1,11.625,7.225,6,26,7,120,4
771,0,6,6,1,2,1,1,105.15,55,82944,1,26.65,7.4,75,18.5,4,120,1
773,0,1,0,7,1,1,0,16.275,5,1836822,1,0.825,0.625,11.95,0,4,0,2
774,0,7,0,3,7,7,3,296.3972,62,209232,1,272.8472,238.75,0,38.55,7,300,1
775,0,0,0,7,0,0,0,0,0,11150184,0,0,0,0,0,1,0,0
776,0,7,5,2,4,6,0,0,84,55,0,0,0,0,0,7,0,0
777,0,0,0,7,1,2,1,255.8343,0,11332011,1,90.3343,0,162,18.5,0,200,1
778,0,6,6,6,2,2,2,289,38,2407027,0,0,0,0,0,7,289,3
779,0,5,0,7,4,5,2,195.0051,34,1057023,3,79.5051,28.45,105,37,6,200,2
780,0,7,0,7,0,2,2,320,19,5789082,0,0,0,320,0,5,300,0
781,0,4,0,7,4,1,2,200.1622,16,8427310,1,56.6622,54.5,300,18.5,5,370,1
782,0,7,7,2,7,7,1,95.125,69,0,0,9.625,8.625,75,10.5,7,30,0
783,0,7,0,0,7,7,2,126.52,40,0,1,82.4,79.4,30.12,29,4,150,1
784,0,3,0,7,7,7,1,46.17,10,1037983,1,12.05,10.25,20.12,29,6,100,4
785,0,6,1,7,3,1,0,37.725,25,1125731,0,9.225,3.125,10,0,2,0,3
786,0,7,0,7,7,7,2,228.61,94,2852221,2,21.12,11.75,160.12,77.37,7,210,4
787,0,4,0,0,3,5,1,65.575,59,0,0,13.575,13.375,52,18.5,6,95,1
788,0,7,2,7,6,0,0,0,81,1280141,0,0,0,0,0,7,0,3
789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
790,0,7,1,7,2,7,4,143.1925,53,1754273,0,91.1925,21.025,52,0,7,120,0
791,0,6,4,7,6,7,1,125.0249,61,937964,3,18.7849,16.425,76,51.97,7,45,4
792,0,4,6,0,3,4,1,61.1,8,0,1,14.6,12,43,18.5,7,50,3
793,0,3,2,7,1,3,2,177.3345,5,3343982,0,27.3345,24.125,168.5,0,5,200,0
794,0,7,0,7,0,1,1,100,46,1552805,0,0,0,100,0,6,100,0
795,0,0,0,7,0,1,1,499,0,2181924,0,0,0,0,0,7,499,0
796,0,7,7,7,6,7,5,276.75,122,3249693,0,102.25,96.85,174.5,0,7,350,0
797,0,7,0,3,2,0,0,0.6063,93,517343,0,0.6063,0,0,0,7,0,3
798,0,7,0,7,7,7,1,147.495,211,70,0,41.995,30.775,95,10.5,7,150,0
799,0,6,1,7,7,7,0,49.85,14,2935838,0,39.35,36.95,0,10.5,6,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
16,1,0,0,7,0,1,1,157.2515,0,4365586,0,17.2515,0,0,0,1,140,5
33,1,4,1,1,6,6,2,118.6039,78,70,3,18.7139,11.95,55,71.39,4,86,5
36,1,7,0,4,4,1,0,77.445,45,964426,0,64.675,62.875,8,0,7,0,0
42,1,7,0,0,4,4,2,222.335,21,0,0,197.835,196.835,24.5,0,6,150,0
56,1,7,0,2,7,7,2,149.6125,46,151479,1,77.6125,73.95,58,29,7,150,1
57,1,6,1,2,4,2,2,144.095,349,773,1,60.825,59.025,75,18.5,6,140,1
83,1,7,0,1,5,7,1,128.145,127,4,0,37.025,33.875,91.12,0,7,100,0
93,1,4,1,5,4,4,6,221.5207,10,9027478,3,106.0207,38.65,105,74,0,290,4
95,1,6,0,2,1,1,1,364.45,24,19581,0,34.45,34.25,0,0,7,330,0
113,1,7,0,7,7,6,3,334.3821,38,4691572,1,21.8821,0,300,27.5,7,350,2
120,1,0,0,7,2,1,1,6.7644,0,564650,0,6.7644,0,0,18.5,3,60,1
126,1,7,0,1,7,7,2,64.789,124,1583518,2,38.789,37.1,10,46,7,60,3
128,1,7,1,0,2,0,2,361.7,84,0,2,354.7,347.1,0,37,7,290,2
130,1,6,0,5,0,1,1,203.9,26,788746,1,0.4,0,200,0,5,200,1
135,1,2,0,6,3,4,2,70.5966,19,247435,2,31.0966,5.975,31,38.5,6,70,2
138,1,6,0,4,0,0,0,0,36,2157,0,0,0,0,0,7,0,0
163,1,1,0,5,3,3,1,26.4631,1,205777,0,21.9631,1.325,0,23,7,45,1
166,1,4,0,6,5,5,2,200.38,31,363878,2,95.35,82.95,86.95,48.08,7,200,2
184,1,7,0,5,3,0,2,90.4498,101,174186,0,90.4498,28.025,0,0,4,80,0
187,1,0,0,7,5,7,2,59.9897,0,797025,1,8.9897,0,47.5,18.5,5,60,4
189,1,0,0,3,0,1,1,2.7,0,139978,0,2.7,0,0,0,0,139,0
209,1,5,1,7,7,7,1,59.375,27,1513962,0,33.775,22.575,15.1,10.5,7,50,0
233,1,0,0,7,0,1,1,140,0,3362640,0,0,0,0,0,0,140,4
234,1,6,1,6,2,2,1,57.7656,103,9143072,0,26.0292,0,35,0,5,50,0
262,1,0,0,5,0,1,1,103.7595,0,144402,0,3.7595,0,100,0,0,100,0
292,1,4,0,3,7,7,0,44.924,41,10958,1,24.3383,11.725,4,14.37,5,0,0
300,1,7,0,7,6,1,3,369.9,36,2153023,1,226.4,162,140,18.5,3,360,1
312,1,0,0,4,0,0,0,0,0,1214174,0,0,0,0,0,0,0,0
313,1,7,6,7,7,7,3,272.1487,66,5962078,2,108.9277,63.25,140,54.05,5,260,2
333,1,2,1,7,1,1,1,228.1274,7,2281636,1,149.6274,39.875,75,18.5,4,250,3
338,1,7,0,7,2,2,1,156.2246,16,1631292,1,124.3145,50.4,22,19.18,4,100,1
341,1,0,0,1,1,1,1,13.9707,0,841648,0,0.6025,0,28.5,0,1,50,5
346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
355,1,2,0,3,2,1,0,95.9494,3,572992,0,35.4494,22.535,42,0,1,0,0
375,1,0,1,7,0,2,2,278,0,11889027,0,0,0,0,0,4,278,5
387,1,4,0,0,5,5,3,94.6583,25,0,3,36.7274,36.125,29.5,72.09,2,130,4
412,1,4,2,2,4,7,1,94.535,19,9625,0,64.875,63.875,29.66,0,4,50,0
437,1,0,0,7,2,0,0,8.1944,0,3854083,0,8.1944,0,0,0,2,0,0
444,1,3,0,1,0,0,0,0,9,22674,0,0,0,0,0,2,0,0
458,1,7,1,6,0,1,3,299.779,67,213022,2,217.779,179.975,75,37,7,400,2
481,1,3,2,0,7,7,0,42.751,4,0,0,11.5,7.1,21,11.08,3,0,0
484,1,2,0,4,3,4,2,71.3011,3,645634,2,15.3011,2.575,49,37,2,70,7
502,1,7,0,7,2,4,1,111.8,31,2774368,2,88.8,3.875,16,18.5,7,100,4
521,1,1,1,7,0,2,0,29.0154,1,4001903,1,20.5154,2.325,5,0,7,0,0
524,1,4,0,1,4,4,4,220.5505,57,86202,1,65.0005,42.325,129.05,41.5,4,230,2
538,1,1,0,7,2,0,0,2.9266,1,105372,0,2.9266,2.325,0,0,0,0,0
547,1,2,0,2,1,0,2,64.4418,3,7292,2,57.4418,9.975,0,37,2,60,2
567,1,7,0,7,3,1,1,206.825,71,2732415,1,43.325,39.875,160,0,5,180,0
577,1,4,0,7,0,1,1,139,11,3344173,0,0,0,0,0,7,139,0
579,1,0,0,3,0,0,1,0,0,14032,0,0,0,0,18.5,4,100,1
586,1,7,0,0,2,1,1,55.9,63,0,0,55.9,45.9,0,0,7,50,0
608,1,1,0,0,0,0,0,1.625,1,0,0,1.625,1.625,0,0,1,0,7
616,1,1,0,1,7,7,0,14.575,15,58,0,4.075,4.075,0,10.5,1,0,0
620,1,3,0,0,5,5,3,71.345,39,0,2,16.375,7.075,36,67.47,7,90,8
635,1,4,0,4,5,5,0,76.15,18,31532,1,52.15,34.65,13,7.5,7,0,5
643,1,7,0,1,4,6,1,161.1525,111,37530,0,68.1525,66.55,83,0,7,100,0
657,1,0,1,6,1,1,0,6.1338,0,474767,0,2.5538,0,0,3.58,3,0,0
671,1,1,0,6,0,0,0,12.8342,1,1106,0,12.8342,2.325,0,0,4,0,1
689,1,7,0,3,7,7,2,336.425,189,41764,3,221.425,219.425,91,50.5,7,200,2
695,1,4,1,7,0,3,1,59.275,10,220906,0,38.775,23.75,20.5,18.5,4,100,1
730,1,5,0,1,6,5,1,44.9485,31,70,1,18.4799,17.075,15.5,24.79,7,40,3
738,1,0,0,1,7,7,0,10.5,0,79419,0,0,0,0,10.5,0,0,0
744,1,7,0,7,1,1,1,40.25,53,459616,1,16.75,16.5,0,31.13,7,100,1
767,1,0,1,7,2,2,0,16.3969,0,611681,0,13.3969,0,0,3,0,0,4
772,1,4,1,2,0,2,1,10.1769,10,93775,0,10.1769,1.25,18.5,0,4,30,0
829,1,3,0,7,0,1,2,221.5,16,5950225,0,81.5,81.5,18.5,0,4,240,0
843,1,0,0,7,1,1,1,140,0,4712255,0,0,0,0,0,1,140,7
846,1,1,0,7,2,1,1,48.4523,2,113125,2,14.4523,4.75,27,18.5,0,30,1
860,1,5,1,4,2,1,1,350,31,168602,0,0,0,0,0,7,350,0
862,1,5,5,0,4,3,1,108.8619,23,0,1,75.2783,71.875,24,19.18,5,100,1
898,1,6,7,7,6,6,1,105.05,36,5,2,71.05,63.9,18,27.5,6,50,1
904,1,7,1,5,1,4,3,252.575,66,771496,2,205.575,185.85,40,37,7,240,3
910,1,7,1,7,3,1,2,108.12,33,999006,1,4.5,2.2,100.12,18.5,6,150,1
920,1,6,0,6,7,3,2,258.3842,41,355971,1,30.2566,17.625,225.03,19.18,7,300,1
928,1,7,0,2,7,7,4,171.28,171,723,4,46.8,36.775,94,90.48,7,170,4
933,1,0,1,6,0,0,0,4.0705,0,4082053,0,4.0705,0,0,0,6,0,7
942,1,5,7,5,4,4,3,220.5566,57,437253,2,183.5566,143.625,30,55.5,7,250,3
966,1,5,0,7,3,1,2,239.5502,31,533687,1,136.0502,87.475,100,18.5,7,200,1
980,1,3,6,6,6,6,2,276.3834,9,1435591,3,171.8834,101.625,85,46,5,200,2
1006,1,7,7,6,6,2,1,56.0442,68,1175059,0,45.0442,33.2,11,0,7,30,0
1007,1,4,0,7,0,7,0,2.4842,14,2645430,0,2.4842,1.75,0,0,2,0,0
1020,1,6,2,7,1,1,2,162.05,41,259015,0,72.05,68.25,0,0,6,190,0
1028,1,7,2,6,5,1,1,50.4,116,16072,1,37.9,9.35,9,18.5,7,50,1
1033,1,3,5,0,6,6,1,140.1739,5,0,0,108.425,18.225,13,9.87,4,100,0
1035,1,5,0,5,4,2,1,493.4905,19,6113685,0,133.1741,130.57,160,3.58,5,200,0
1067,1,7,1,3,7,7,2,129.3027,105,248,3,51.4679,21.8,61,48.08,7,80,3
1074,1,2,0,6,2,3,1,224.9248,9,2556835,2,24.9541,7.725,195.8,37.68,2,270,2
1086,1,0,0,7,0,1,1,140,0,6550444,0,0,0,0,0,0,140,3
1100,1,4,0,5,3,1,1,214.35,18,4477347,1,70.85,68.25,140,18.5,5,200,1
1112,1,3,0,5,7,7,2,79.295,4,5728208,1,30.175,9.5,35.12,47.5,4,95,2
1119,1,1,0,4,0,0,1,13.6377,1,1,0,3.6377,2.325,18.5,0,7,100,0
1152,1,6,7,5,1,1,2,364.575,19,284128,2,107.575,107.375,0,18.5,7,350,2
1165,1,5,0,6,4,4,1,74.7337,16,135215,1,36.9806,21.5,0,47.19,3,100,1
1183,1,6,2,7,7,7,2,340.8439,124,955130,5,119.6039,15.5,161.62,106,6,180,5
1189,1,6,4,6,3,0,0,8.6079,67,2389275,0,8.6079,0,0,0,5,0,0
1217,1,6,0,2,7,7,2,113.075,78,478,2,60.025,55.825,26,38.55,6,80,1
1234,1,2,1,6,3,5,1,95.924,5,2031999,1,16.444,7.825,70,24.48,7,100,1
1282,1,7,1,7,0,2,3,210.9414,75,6350177,3,118.4414,105.375,82,55.5,7,400,3
1289,1,5,0,6,6,4,1,114.7259,61,7592,1,49.3883,36.225,63,18.5,4,100,2
1290,1,6,0,7,6,3,2,203.2183,24,749401,1,107.1883,0,58.5,34.03,4,200,1
1292,1,7,1,7,1,5,2,309.3,96,6088343,1,36.68,36.68,269.12,18.5,7,300,1
1309,1,5,7,7,6,3,3,338.1583,13,5787311,0,191.0283,56.625,142.36,18.5,7,308,1
1312,1,3,0,7,3,2,1,31,6,2486754,0,16,2.95,15,0,1,30,0
1317,1,0,0,6,1,0,0,0.95,0,935078,0,0.95,0,0,0,5,0,0
1366,1,1,0,0,1,0,0,2.525,1,0,0,2.525,2.325,0,0,3,0,0
1370,1,0,0,7,0,1,1,140.7587,0,1863684,0,0.7587,0,0,0,5,140,0
1383,1,4,0,7,1,4,0,288.7206,35,85685,1,285.1006,280.375,0.12,0,6,0,0
1396,1,0,0,0,7,7,0,10.5,0,0,0,0,0,0,10.5,0,0,0
1397,1,0,0,2,0,1,1,140,0,5059820,0,0,0,0,0,0,140,1
1411,1,7,2,2,3,1,3,179.375,47,151202,1,100.875,93.875,75,37,7,200,2
1422,1,0,0,6,2,0,0,0.6,0,1670983,0,0.6,0,0,0,3,0,0
1423,1,7,0,7,1,6,1,186.85,38,4441338,0,116.85,79.15,0,0,7,70,0
1428,1,0,0,4,2,1,2,169.2985,0,824676,0,0.6516,0,0,18.5,1,270,2
1450,1,0,0,0,0,1,0,12.5523,0,0,0,0,0,15,0,0,0,0
1458,1,4,4,7,4,2,1,160.4019,16,1597428,1,26.6519,8.8,119.5,24.48,5,130,2
1460,1,1,0,7,7,7,1,194.4589,3,254695,1,160.7079,11.375,0,11.08,4,200,0
1464,1,4,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0
1476,1,1,0,6,0,1,1,199.3777,5,3044467,1,55.8777,0.625,0,0,2,140,6
1503,1,7,0,0,7,7,1,83.825,106,0,2,46.325,43.925,20,29,7,40,1
1504,1,0,0,7,5,1,1,156.4765,0,3351758,1,12.9765,0,140,0,0,150,3
1568,1,3,5,0,6,6,0,45.775,7,0,1,33.275,11.675,0,9,7,0,1
1573,1,5,0,1,5,6,2,100.2931,26,197,2,71.5131,70.75,14.28,44.5,4,100,2
1601,1,0,0,7,0,2,2,151.6915,0,6053478,0,12.6915,0,0,0,3,278,0
1611,1,1,0,7,0,1,1,156.525,3,6446526,1,13.025,11.375,140,18.5,3,160,1
1623,1,0,0,6,2,1,1,28.7513,0,4168498,1,9.2513,0,16,18.5,5,30,7
1625,1,0,0,0,7,7,0,10.5,0,0,0,0,0,0,10.5,0,0,0
1647,1,7,5,6,5,4,3,168.9581,114,1609513,2,89.9623,69,49,64.02,7,250,3
1657,1,7,2,3,7,6,2,119.8259,105,196748,1,6.4659,2.325,1,37.36,7,120,1
1671,1,1,0,6,7,7,0,25.555,5,79,1,4.555,0.625,7,10.5,4,0,0
1673,1,5,6,5,7,7,1,36.1235,128,5091854,0,10.6235,8,15,10.5,6,30,0
1685,1,4,0,1,3,4,1,128.525,37,240081,1,49.025,47.825,76,18.5,7,100,5
1689,1,3,0,7,1,1,1,163.4444,19,1354752,2,56.4444,49.375,100,18.5,5,110,3
1691,1,6,0,7,1,0,1,39.825,13,906237,0,39.825,39.025,0,0,3,100,0
1698,1,3,4,5,0,1,1,176.6,8,1839373,0,36.6,18.6,140,0,4,200,0
1704,1,3,0,6,3,2,0,33.82,34,1544247,1,12.55,8.65,13,18.5,4,0,1
1708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,1,5,0,7,2,5,2,77.2728,63,1738705,1,18.7728,14.475,55,18.5,7,75,1
1717,1,1,0,7,0,2,1,160.825,11,4245399,1,4.325,3.575,153,18.5,7,160,1
1725,1,0,0,7,0,0,0,2.2523,0,1472846,0,2.2523,0,0,0,4,0,0
1743,1,0,0,7,1,0,1,60.05,0,3342232,1,56.55,0,0,0,2,30,0
1747,1,7,0,6,2,1,1,0,50,132360,0,0,0,0,0,7,46,0
1750,1,0,0,7,0,1,1,169,0,2063867,0,0,0,0,0,3,169,0
1791,1,6,0,1,3,3,2,91.475,23,115187,0,78.475,77.675,13,0,7,100,0
1799,1,6,4,2,5,6,2,106.0825,34,1666952,2,37.9625,34.175,61.12,37,3,110,4
1804,1,1,2,7,3,3,1,59.4255,10,647920,2,32.4255,2.75,20,18.5,7,30,1
1822,1,2,0,3,1,1,0,10.37,4,1449418,0,4.4,4.4,0,5.97,2,0,0
1829,1,3,1,7,3,1,1,145.145,5,165077,1,36.875,24.825,0,37,5,150,2
1842,1,1,0,4,0,0,0,0,3,344135,0,0,0,0,0,0,0,7
1848,1,4,0,7,5,2,2,354.975,5,4835921,0,74.975,35.125,280,0,1,200,0
1886,1,2,2,2,7,7,1,74.695,11,168557,1,15.925,2.575,37,50.5,2,50,2
1890,1,1,1,1,7,7,1,32.635,1,1,1,9.075,4.525,0,38.56,1,50,2
1892,1,2,0,0,7,7,0,33.975,19,0,1,6.975,6.775,13,10.5,1,0,4
1895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,1,1,7,7,0,2,1,17.5,1,4449588,1,3,3,11,0,6,139,0
1940,1,4,0,7,3,3,2,219.6281,18,845942,2,82.1281,12.625,126,41.5,5,250,2
1963,1,3,0,7,0,2,2,178.2127,8,680762,0,94.2127,18.6,84,18.5,4,200,1
1968,1,2,0,6,2,5,1,50.9303,12,147498,2,31.9324,25.5,6,21.79,7,30,1
1984,1,0,0,7,0,1,1,100,0,2934979,0,0,0,100,0,0,100,0
1985,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0
1989,1,2,0,1,7,7,1,141.925,15,147094,1,109.925,105.075,18,10.5,2,100,0
1993,1,0,0,7,0,2,1,140.0575,0,2447337,0,0.0575,0,0,0,4,140,0
1995,1,6,0,6,2,3,2,158.525,44,2711499,0,20.525,20.125,138,0,4,150,0
1996,1,5,7,5,3,5,5,313.31,15,1100124,4,141.31,28.275,158,92.5,7,350,5
2000,1,0,0,1,0,0,0,4.05,0,121,0,4.05,0,0,0,3,0,0
2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020,1,5,2,7,5,3,3,89.4599,24,1549279,3,64.9599,5.2,14,55.5,6,90,6
2031,1,6,0,7,7,7,1,242.7255,17,4428242,1,68.7255,41.725,160,10.5,7,200,0
2033,1,4,7,5,0,4,6,377.0144,36,2804464,6,119.0144,96.9,138,92.5,7,339,5
2043,1,7,0,7,0,1,1,1033.03,133,875364,0,683.03,272.365,0,0,7,350,0
2050,1,5,7,7,1,0,0,2.2,16,2442438,0,2.2,2,0,0,5,0,0
2058,1,1,0,1,0,1,0,44.925,9,454908,0,17.925,17.925,27,0,1,0,0
2059,1,6,0,7,6,1,2,80.0518,22,1653679,0,45.0518,4.95,30,0,3,90,0
2068,1,6,6,7,3,6,3,159.825,17,524952,3,23.045,17.125,126.28,74,3,180,4
2074,1,6,1,2,0,1,1,160.125,76,3317090,0,0.125,0,160,0,7,200,0
2080,1,0,0,2,0,0,0,0,0,2382,0,0,0,0,0,0,0,0
2081,1,6,7,0,1,3,2,194.125,150,0,3,104.625,104.425,79,37,7,100,2
2089,1,0,0,5,0,0,0,2.4,0,3181767,0,2.4,0,0,0,0,0,0
2104,1,7,2,0,7,7,3,154.75,50,0,2,31.25,8.45,106,47.5,6,115,2
2108,1,3,2,3,4,4,3,193.6229,9,928082,3,70.6129,20.925,108.01,78.5,4,240,7
2110,1,1,1,7,6,4,2,203.415,3,1795098,3,21.375,6.375,162,74,2,180,10
2114,1,4,6,6,6,4,3,323.8786,14,144918,3,243.1386,17.025,70.24,37,4,300,2
2117,1,7,0,7,3,1,2,148.425,37,1047235,2,135.425,134.225,6,37,7,200,2
2131,1,0,0,6,0,3,1,140.01,0,2006918,0,0,0,0.01,0,2,140,0
2135,1,7,0,5,1,0,2,89.525,17,80,1,81.025,63.725,0,18.5,2,100,3
2137,1,7,1,7,4,3,1,189.375,35,4086343,0,27.375,24.175,162,0,4,200,0
2140,1,0,0,7,0,1,1,140,0,3590853,0,0,0,0,0,2,140,0
2169,1,3,0,2,7,7,1,62.505,37,205,1,11.925,4.625,33,32.58,5,30,1
2187,1,0,0,4,2,1,1,164.2386,0,949101,1,21.7386,0,0,0,0,139,1
2190,1,6,1,7,4,7,4,249.9248,70,2270102,5,97.2867,54.35,131.45,76.04,7,260,5
2193,1,0,0,7,0,1,1,140,0,1800444,0,0,0,0,0,1,140,0
2195,1,5,0,0,7,7,2,71.65,19,0,0,47.65,47.25,12,30.5,1,90,2
2213,1,0,0,5,0,1,1,185.9642,0,7522325,0,0.0019,0,0,0,0,250,0
